iter	Logloss
0	0.5165042156
1	0.3966847714
2	0.3101042717
3	0.2589665215
4	0.216719129
5	0.1903387325
6	0.166461491
7	0.1457683229
8	0.1319044438
9	0.1226683727
10	0.1147681733
11	0.1054125527
12	0.09945654627
13	0.09413786682
14	0.08540135748
15	0.08222448112
16	0.07632937805
17	0.07289853953
18	0.06991032543
19	0.06626261874
20	0.06352123313
21	0.06129487385
22	0.05886205506
23	0.05685448625
24	0.05505201981
25	0.0530933178
26	0.05119245063
27	0.04948791117
28	0.04822951198
29	0.04719768647
30	0.04562162848
31	0.04468709796
32	0.04360991184
33	0.04261969377
34	0.04179203895
35	0.04035976076
36	0.03970598318
37	0.03845985958
38	0.03788036751
39	0.03711241094
40	0.03663292898
41	0.03613935638
42	0.03509790711
43	0.03422935943
44	0.03358407965
45	0.03270945571
46	0.03232631683
47	0.03180239278
48	0.03139936474
49	0.03059037336
50	0.0302087318
51	0.02932040175
52	0.02881618095
53	0.0281687341
54	0.02762836465
55	0.02693430597
56	0.02663522624
57	0.02626626854
58	0.02586454884
59	0.02553445711
60	0.02518180329
61	0.02480639532
62	0.02449624374
63	0.02416737376
64	0.02370714109
65	0.02325510825
66	0.02283873097
67	0.02266916635
68	0.02211160616
69	0.02172416081
70	0.02143370633
71	0.02124639942
72	0.02106501276
73	0.02081820712
74	0.02060796105
75	0.02047205191
76	0.02030926234
77	0.02009448741
78	0.01972995617
79	0.01933518467
80	0.01895380372
81	0.01879664874
82	0.01831077365
83	0.01808604974
84	0.01778863652
85	0.01755132368
86	0.01738626023
87	0.01719376964
88	0.01706364188
89	0.01688922671
90	0.01674101122
91	0.01660284007
92	0.01644414647
93	0.01616213926
94	0.01599124654
95	0.01579488543
96	0.01561511651
97	0.01544537171
98	0.01532988087
99	0.01507831609
100	0.01487746195
101	0.01472836969
102	0.01463087539
103	0.01448692594
104	0.01443968698
105	0.01432680754
106	0.01421949523
107	0.01399561447
108	0.01387376302
109	0.01380027714
110	0.01369916393
111	0.0136027646
112	0.01348295388
113	0.01334900592
114	0.01310522743
115	0.0130161303
116	0.01274260464
117	0.012657389
118	0.01243505983
119	0.01232973683
120	0.01226498718
121	0.0120330782
122	0.01190303767
123	0.01174316384
124	0.01163785227
125	0.01159874898
126	0.01145278232
127	0.01135705078
128	0.01125886715
129	0.01116797605
130	0.0110945851
131	0.01096880777
132	0.01089058186
133	0.01081713817
134	0.01063760722
135	0.01051521345
136	0.01039882168
137	0.01027907622
138	0.0102182685
139	0.0100899971
140	0.01002004202
141	0.009938217638
142	0.009801033125
143	0.009742470271
144	0.009644888953
145	0.009586918079
146	0.009545876244
147	0.009467508386
148	0.009397463425
149	0.009327853989
150	0.009287245702
151	0.009211207755
152	0.009127228161
153	0.009035644224
154	0.008938884955
155	0.008858189825
156	0.00877585455
157	0.008709466073
158	0.008664576799
159	0.008616857045
160	0.008542126554
161	0.00847079677
162	0.008332577719
163	0.00830605942
164	0.008257247995
165	0.008154012091
166	0.008098044373
167	0.008048633936
168	0.007910833271
169	0.007853663352
170	0.007814663786
171	0.00774481758
172	0.007686333612
173	0.007659219707
174	0.007492067078
175	0.007360565498
176	0.007314348441
177	0.007202383999
178	0.007172347653
179	0.007126097635
180	0.007003468742
181	0.006968810372
182	0.006919807553
183	0.006836516846
184	0.006783764703
185	0.006720560377
186	0.006608618679
187	0.00655150853
188	0.00646294306
189	0.006386604617
190	0.00633336377
191	0.006251587406
192	0.006178776899
193	0.006123678915
194	0.006076443031
195	0.005985775521
196	0.005937796254
197	0.005907428539
198	0.005864020756
199	0.005823423016
200	0.005792042847
201	0.005754778682
202	0.005723870185
203	0.0056581573
204	0.005613819355
205	0.005574430079
206	0.005516080483
207	0.005490595075
208	0.005460832855
209	0.005417022947
210	0.005384519573
211	0.005329527064
212	0.0053294206
213	0.005329423456
214	0.005329399395
215	0.005299416006
216	0.005266765406
217	0.005266725523
218	0.005249798463
219	0.005235578827
220	0.005220365414
221	0.005183312201
222	0.005164678965
223	0.005151641753
224	0.005111098729
225	0.005091336246
226	0.005029780304
227	0.005003155761
228	0.004975637642
229	0.004929229631
230	0.004891914157
231	0.004871613749
232	0.004826094478
233	0.004785017374
234	0.004769307457
235	0.004739962525
236	0.004724970062
237	0.00469305724
238	0.004660605286
239	0.004651534283
240	0.004624296114
241	0.004611502924
242	0.004595196742
243	0.004571509581
244	0.004534013041
245	0.004497185391
246	0.004483160335
247	0.00445931617
248	0.004442061038
249	0.004426729185
250	0.004374408282
251	0.004339533248
252	0.004301147966
253	0.004258380947
254	0.004233137913
255	0.004209394719
256	0.004181140469
257	0.0041580532
258	0.004122148571
259	0.004103712113
260	0.004062290016
261	0.004041163383
262	0.004015620403
263	0.003969724936
264	0.00395821723
265	0.003937116746
266	0.00392252443
267	0.003885003718
268	0.003862396144
269	0.003847395824
270	0.003843683911
271	0.003833456688
272	0.003823340873
273	0.003810769732
274	0.003763200226
275	0.003735208017
276	0.003725036443
277	0.003715061647
278	0.003683949066
279	0.003666141011
280	0.00363406756
281	0.003621949358
282	0.003597074994
283	0.003576596267
284	0.003549907229
285	0.003530510944
286	0.003513451655
287	0.003499054744
288	0.003464647867
289	0.003451454969
290	0.003439505913
291	0.00340004599
292	0.003386979718
293	0.003368620993
294	0.003345324696
295	0.003323232029
296	0.003314725155
297	0.003303273427
298	0.003285360501
299	0.003264892101
300	0.003251370032
301	0.003232905008
302	0.003222327848
303	0.003209491644
304	0.003197131234
305	0.003197086352
306	0.003197086352
307	0.003197086352
308	0.003197086352
309	0.003197086352
310	0.003197086352
311	0.003197086352
312	0.003197086352
313	0.003197086352
314	0.003197086352
315	0.003197086352
316	0.003197086352
317	0.003197086352
318	0.003197086352
319	0.003197086352
320	0.003197086352
321	0.003197086352
322	0.003197086352
323	0.003197086352
324	0.003197086352
325	0.003197086352
326	0.003197086352
327	0.003197086352
328	0.003197086352
329	0.003197086352
330	0.003197086352
331	0.003197086352
332	0.003197086352
333	0.003197086352
334	0.003197086352
335	0.003197086352
336	0.003197086352
337	0.003197086352
338	0.003197086352
339	0.003197086352
340	0.003197086352
341	0.003197086352
342	0.003197086352
343	0.003197086352
344	0.003197086352
345	0.003197086352
346	0.003197086352
347	0.003197086352
348	0.003197086352
349	0.003197086352
350	0.003197086352
351	0.003197086352
352	0.003197086352
353	0.003197086352
354	0.003197086352
355	0.003197086352
356	0.003197086352
357	0.003197086352
358	0.003197086352
359	0.003197086352
360	0.003197086352
361	0.003197086352
362	0.003197086352
363	0.003197086352
364	0.003197086352
365	0.003197086352
366	0.003197086352
367	0.003197086352
368	0.003197086352
369	0.003197086352
370	0.003197086352
371	0.003197086352
372	0.003197086352
373	0.003197086352
374	0.003197086352
375	0.003197086352
376	0.003197086352
377	0.003197086352
378	0.003197086352
379	0.003197086352
380	0.003197086352
381	0.003197086352
382	0.003197086352
383	0.003197086352
384	0.003197086352
385	0.003197086352
386	0.003197086352
387	0.003197086352
388	0.003197086352
389	0.003197086352
390	0.003197086352
391	0.003197086352
392	0.003197086352
393	0.003197086352
394	0.003197086352
395	0.003197086352
396	0.003197086352
397	0.003197086352
398	0.003197086352
399	0.003197086352
400	0.003197086352
401	0.003197086352
402	0.003197086352
403	0.003197086352
404	0.003197086352
405	0.003197086352
406	0.003197086352
407	0.003197086352
408	0.003197086352
409	0.003197086352
410	0.003197086352
411	0.003197086352
412	0.003197086352
413	0.003197086352
414	0.003197086352
415	0.003197086352
416	0.003197086352
417	0.003197086352
418	0.003197086352
419	0.003197086352
420	0.003197086352
421	0.003197086352
422	0.003197086352
423	0.003197086352
424	0.003197086352
425	0.003197086352
426	0.003197086352
427	0.003197086352
428	0.003197086352
429	0.003197086352
430	0.003197086352
431	0.003197086352
432	0.003197086352
433	0.003197086352
434	0.003197086352
435	0.003197086352
436	0.003197086352
437	0.003197086352
438	0.003197086352
439	0.003197086352
440	0.003197086352
441	0.003197086352
442	0.003197086352
443	0.003197086352
444	0.003197086352
445	0.003197086352
446	0.003197086352
447	0.003197086352
448	0.003197086352
449	0.003197086352
450	0.003197086352
451	0.003197086352
452	0.003197086352
453	0.003197086352
454	0.003197086352
455	0.003197086352
456	0.003197086352
457	0.003197086352
458	0.003197086352
459	0.003197086352
460	0.003197086352
461	0.003197086352
462	0.003197086352
463	0.003197086352
464	0.003197086352
465	0.003197086352
466	0.003197086352
467	0.003197086352
468	0.003197086352
469	0.003197086352
470	0.003197086352
471	0.003197086352
472	0.003197086352
473	0.003197086352
474	0.003197086352
475	0.003197086352
476	0.003197086352
477	0.003197086352
478	0.003197086352
479	0.003197086352
480	0.003197086352
481	0.003197086352
482	0.003197086352
483	0.003197086352
484	0.003197086352
485	0.003197086352
486	0.003197086352
487	0.003197086352
488	0.003197086352
489	0.003197086352
490	0.003197086352
491	0.003197086352
492	0.003197086352
493	0.003197086352
494	0.003197086352
495	0.003197086352
496	0.003197086352
497	0.003197086352
498	0.003197086352
499	0.003197086352
500	0.003197086352
501	0.003197086352
502	0.003197086352
503	0.003197086352
504	0.003197086352
505	0.003197086352
506	0.003197086352
507	0.003197086352
508	0.003197086352
509	0.003197086352
510	0.003197086352
511	0.003197086352
512	0.003197086352
513	0.003197086352
514	0.003197086352
515	0.003197086352
516	0.003197086352
517	0.003197086352
518	0.003197086352
519	0.003197086352
520	0.003197086352
521	0.003197086352
522	0.003197086352
523	0.003197086352
524	0.003197086352
525	0.003197086352
526	0.003197086352
527	0.003197086352
528	0.003197086352
529	0.003197086352
530	0.003197086352
531	0.003197086352
532	0.003197086352
533	0.003197086352
534	0.003197086352
535	0.003197086352
536	0.003197086352
537	0.003197086352
538	0.003197086352
539	0.003197086352
540	0.003197086352
541	0.003197086352
542	0.003197086352
543	0.003197086352
544	0.003197086352
545	0.003197086352
546	0.003197086352
547	0.003197086352
548	0.003197086352
549	0.003197086352
550	0.003197086352
551	0.003197086352
552	0.003197086352
553	0.003197086352
554	0.003197086352
555	0.003197086352
556	0.003197086352
557	0.003197086352
558	0.003197086352
559	0.003197086352
560	0.003197086352
561	0.003197086352
562	0.003197086352
563	0.003197086352
564	0.003197086352
565	0.003197086352
566	0.003197086352
567	0.003197086352
568	0.003197086352
569	0.003197086352
570	0.003197086352
571	0.003197086352
572	0.003197086352
573	0.003197086352
574	0.003197086352
575	0.003197086352
576	0.003197086352
577	0.003197086352
578	0.003197086352
579	0.003197086352
580	0.003197086352
581	0.003197086352
582	0.003197086352
583	0.003197086352
584	0.003197086352
585	0.003197086352
586	0.003197086352
587	0.003197086352
588	0.003197086352
589	0.003197086352
590	0.003197086352
591	0.003197086352
592	0.003197086352
593	0.003197086352
594	0.003197086352
595	0.003197086352
596	0.003197086352
597	0.003197086352
598	0.003197086352
599	0.003197086352
600	0.003197086352
601	0.003197086352
602	0.003197086352
603	0.003197086352
604	0.003197086352
605	0.003197086352
606	0.003197086352
607	0.003197086352
608	0.003197086352
609	0.003197086352
610	0.003197086352
611	0.003197086352
612	0.003197086352
613	0.003197086352
614	0.003197086352
615	0.003197086352
616	0.003197086352
617	0.003197086352
618	0.003197086352
619	0.003197086352
620	0.003197086352
621	0.003197086352
622	0.003197086352
623	0.003197086352
624	0.003197086352
625	0.003197086352
626	0.003197086352
627	0.003197086352
628	0.003197086352
629	0.003197086352
630	0.003197086352
631	0.003197086352
632	0.003197086352
633	0.003197086352
634	0.003197086352
635	0.003197086352
636	0.003197086352
637	0.003197086352
638	0.003197086352
639	0.003197086352
640	0.003197086352
641	0.003197086352
642	0.003197086352
643	0.003197086352
644	0.003197086352
645	0.003197086352
646	0.003197086352
647	0.003197086352
648	0.003197086352
649	0.003197086352
650	0.003197086352
651	0.003197086352
652	0.003197086352
653	0.003197086352
654	0.003197086352
655	0.003197086352
656	0.003197086352
657	0.003197086352
658	0.003197086352
659	0.003197086352
660	0.003197086352
661	0.003197086352
662	0.003197086352
663	0.003197086352
664	0.003197086352
665	0.003197086352
666	0.003197086352
667	0.003197086352
668	0.003197086352
669	0.003197086352
670	0.003197086352
671	0.003197086352
672	0.003197086352
673	0.003197086352
674	0.003197086352
675	0.003197086352
676	0.003197086352
677	0.003197086352
678	0.003197086352
679	0.003197086352
680	0.003197086352
681	0.003197086352
682	0.003197086352
683	0.003197086352
684	0.003197086352
685	0.003197086352
686	0.003197086352
687	0.003197086352
688	0.003197086352
689	0.003197086352
690	0.003197086352
691	0.003197086352
692	0.003197086352
693	0.003197086352
694	0.003197086352
695	0.003197086352
696	0.003197086352
697	0.003197086352
698	0.003197086352
699	0.003197086352
700	0.003197086352
701	0.003197086352
702	0.003197086352
703	0.003197086352
704	0.003197086352
705	0.003197086352
706	0.003197086352
707	0.003197086352
708	0.003197086352
709	0.003197086352
710	0.003197086352
711	0.003197086352
712	0.003197086352
713	0.003197086352
714	0.003197086352
715	0.003197086352
716	0.003197086352
717	0.003197086352
718	0.003197086352
719	0.003197086352
720	0.003197086352
721	0.003197086352
722	0.003197086352
723	0.003197086352
724	0.003197086352
725	0.003197086352
726	0.003197086352
727	0.003197086352
728	0.003197086352
729	0.003197086352
730	0.003197086352
731	0.003197086352
732	0.003197086352
733	0.003197086352
734	0.003197086352
735	0.003197086352
736	0.003197086352
737	0.003197086352
738	0.003197086352
739	0.003197086352
740	0.003197086352
741	0.003197086352
742	0.003197086352
743	0.003197086352
744	0.003197086352
745	0.003197086352
746	0.003197086352
747	0.003197086352
748	0.003197086352
749	0.003197086352
750	0.003197086352
751	0.003197086352
752	0.003197086352
753	0.003197086352
754	0.003197086352
755	0.003197086352
756	0.003197086352
757	0.003197086352
758	0.003197086352
759	0.003197086352
760	0.003197086352
761	0.003197086352
762	0.003197086352
763	0.003197086352
764	0.003197086352
765	0.003197086352
766	0.003197086352
767	0.003197086352
768	0.003197086352
769	0.003197086352
770	0.003197086352
771	0.003197086352
772	0.003197086352
773	0.003197086352
774	0.003197086352
775	0.003197086352
776	0.003197086352
777	0.003197086352
778	0.003197086352
779	0.003197086352
780	0.003197086352
781	0.003197086352
782	0.003197086352
783	0.003197086352
784	0.003197086352
785	0.003197086352
786	0.003197086352
787	0.003197086352
788	0.003197086352
789	0.003197086352
790	0.003197086352
791	0.003197086352
792	0.003197086352
793	0.003197086352
794	0.003197086352
795	0.003197086352
796	0.003197086352
797	0.003197086352
798	0.003197086352
799	0.003197086352
800	0.003197086352
801	0.003197086352
802	0.003197086352
803	0.003197086352
804	0.003197086352
805	0.003197086352
806	0.003197086352
807	0.003197086352
808	0.003197086352
809	0.003197086352
810	0.003197086352
811	0.003197086352
812	0.003197086352
813	0.003197086352
814	0.003197086352
815	0.003197086352
816	0.003197086352
817	0.003197086352
818	0.003197086352
819	0.003197086352
820	0.003197086352
821	0.003197086352
822	0.003197086352
823	0.003197086352
824	0.003197086352
825	0.003197086352
826	0.003197086352
827	0.003197086352
828	0.003197086352
829	0.003197086352
830	0.003197086352
831	0.003197086352
832	0.003197086352
833	0.003197086352
834	0.003197086352
835	0.003197086352
836	0.003197086352
837	0.003197086352
838	0.003197086352
839	0.003197086352
840	0.003197086352
841	0.003197086352
842	0.003197086352
843	0.003197086352
844	0.003197086352
845	0.003197086352
846	0.003197086352
847	0.003197086352
848	0.003197086352
849	0.003197086352
850	0.003197086352
851	0.003197086352
852	0.003197086352
853	0.003197086352
854	0.003197086352
855	0.003197086352
856	0.003197086352
857	0.003197086352
858	0.003197086352
859	0.003197086352
860	0.003197086352
861	0.003197086352
862	0.003197086352
863	0.003197086352
864	0.003197086352
865	0.003197086352
866	0.003197086352
867	0.003197086352
868	0.003197086352
869	0.003197086352
870	0.003197086352
871	0.003197086352
872	0.003197086352
873	0.003197086352
874	0.003197086352
875	0.003197086352
876	0.003197086352
877	0.003197086352
878	0.003197086352
879	0.003197086352
880	0.003197086352
881	0.003197086352
882	0.003197086352
883	0.003197086352
884	0.003197086352
885	0.003197086352
886	0.003197086352
887	0.003197086352
888	0.003197086352
889	0.003197086352
890	0.003197086352
891	0.003197086352
892	0.003197086352
893	0.003197086352
894	0.003197086352
895	0.003197086352
896	0.003197086352
897	0.003197086352
898	0.003197086352
899	0.003197086352
900	0.003197086352
901	0.003197086352
902	0.003197086352
903	0.003197086352
904	0.003197086352
905	0.003197086352
906	0.003197086352
907	0.003197086352
908	0.003197086352
909	0.003197086352
910	0.003197086352
911	0.003197086352
912	0.003197086352
913	0.003197086352
914	0.003197086352
915	0.003197086352
916	0.003197086352
917	0.003197086352
918	0.003197086352
919	0.003197086352
920	0.003197086352
921	0.003197086352
922	0.003197086352
923	0.003197086352
924	0.003197086352
925	0.003197086352
926	0.003197086352
927	0.003197086352
928	0.003197086352
929	0.003197086352
930	0.003197086352
931	0.003197086352
932	0.003197086352
933	0.003197086352
934	0.003197086352
935	0.003197086352
936	0.003197086352
937	0.003197086352
938	0.003197086352
939	0.003197086352
940	0.003197086352
941	0.003197086352
942	0.003197086352
943	0.003197086352
944	0.003197086352
945	0.003197086352
946	0.003197086352
947	0.003197086352
948	0.003197086352
949	0.003197086352
950	0.003197086352
951	0.003197086352
952	0.003197086352
953	0.003197086352
954	0.003197086352
955	0.003197086352
956	0.003197086352
957	0.003197086352
958	0.003197086352
959	0.003197086352
960	0.003197086352
961	0.003197086352
962	0.003197086352
963	0.003197086352
964	0.003197086352
965	0.003197086352
966	0.003197086352
967	0.003197086352
968	0.003197086352
969	0.003197086352
970	0.003197086352
971	0.003197086352
972	0.003197086352
973	0.003197086352
974	0.003197086352
975	0.003197086352
976	0.003197086352
977	0.003197086352
978	0.003197086352
979	0.003197086352
980	0.003197086352
981	0.003197086352
982	0.003197086352
983	0.003197086352
984	0.003197086352
985	0.003197086352
986	0.003197086352
987	0.003197086352
988	0.003197086352
989	0.003197086352
990	0.003197086352
991	0.003197086352
992	0.003197086352
993	0.003197086352
994	0.003197086352
995	0.003197086352
996	0.003197086352
997	0.003197086352
998	0.003197086352
999	0.003197086352
